,Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,movieId,imdbId,tmdbId,randomNumber,Budget,Box Office,Rated,Metascore,IMDB Rating,IMDB Votes,Rotten Tomatoes
142,142,tt2209418,Before Midnight,Before Midnight,2013,109,"Drama,Romance",100714,2209418,132344.0,0.0220583086122093,3000000.0,11176469,R,94.0,7.9,149037.0,98.0
143,143,tt2247692,2016: Obama's America,2016: Obama's America,2012,87,Documentary,96941,2247692,126509.0,0.0222525525562939,2500000.0,33400000,PG,26.0,5.0,10654.0,26.0
144,144,tt1155076,The Karate Kid,The Karate Kid,2010,140,"Action,Drama,Family",79224,1155076,38575.0,0.0222627780591736,40000000.0,359126022,PG,61.0,6.2,170560.0,66.0
145,145,tt1059786,Eagle Eye,Eagle Eye,2008,118,"Action,Mystery,Thriller",62081,1059786,13027.0,0.0224764810696673,80000000.0,178800000,PG-13,43.0,6.6,182011.0,26.0
146,146,tt0857191,The Visitor,The Visitor,2007,104,Drama,59018,857191,12473.0,0.0226365584230021,4000000.0,18197518,PG-13,79.0,7.6,42472.0,90.0
147,147,tt4353250,The Last Black Man in San Francisco,The Last Black Man in San Francisco,2019,121,Drama,203160,4353250,522039.0,0.0227502681240963,,2975184,R,83.0,7.3,16836.0,92.0
148,148,tt1074638,Skyfall,Skyfall,2012,143,"Action,Adventure,Thriller",96079,1074638,37724.0,0.0231380466045041,200000000.0,1108561013,PG-13,81.0,7.7,648536.0,92.0
149,149,tt0351817,The Twilight Samurai,Tasogare Seibei,2002,129,"Drama,History,Romance",27741,351817,12496.0,0.023303366408591,5000000.0,7338987,,82.0,8.1,23169.0,99.0
150,150,tt0396818,First Love,Primo amore,2004,100,"Drama,Romance",84226,396818,62495.0,0.0233088428773096,,9392,Not Rated,57.0,6.8,1350.0,53.0
151,151,tt0445990,Invincible,Invincible,2006,105,"Biography,Drama,Sport",47644,445990,11652.0,0.0233712973959018,,57806952,PG,63.0,7.1,68525.0,72.0
152,152,tt2797242,Bombay Talkies,Bombay Talkies,2013,127,Drama,134330,2797242,190940.0,0.0234544394521232,11000000.0,2700000,Not Rated,,6.7,5251.0,78.0
153,153,tt6439558,Recep Ivedik 5,Recep Ivedik 5,2017,114,Comedy,189177,6439558,438703.0,0.0235812372637778,,28952258,,,3.3,15517.0,
154,154,tt5311542,Never Look Away,Werk ohne Autor,2018,189,"Biography,Drama,Romance",179983,5311542,423612.0,0.0237140680145564,,4831836,R,68.0,7.8,19038.0,77.0
155,155,tt1322315,Headhunter,Headhunter,2009,108,Thriller,144420,1322315,20458.0,0.0239173961496952,,2258895,,,6.6,2156.0,
156,156,tt2652756,Codename: Jackal,Jakali onda,2012,107,"Action,Comedy",149496,2652756,159230.0,0.0240286653176587,,1261947,G,,5.2,444.0,
157,157,tt1441951,Quartet,Quartet,2012,98,"Comedy,Drama,Music",99220,1441951,121826.0,0.0243544075161756,11000000.0,59520298,PG-13,64.0,6.8,19730.0,80.0
158,158,tt0458364,The Ex,Fast Track,2006,99,"Comedy,Romance",52867,458364,13171.0,0.0245701892779541,,3091922,PG-13,32.0,5.5,17153.0,19.0
159,159,tt4066836,Miles,Miles,2016,90,"Comedy,Drama,Family",170625,4066836,363056.0,0.0245836486456511,,2147000,Unrated,,5.7,634.0,64.0
160,160,tt1517489,Spy Kids 4-D: All the Time in the World,Spy Kids 4: All the Time in the World,2011,89,"Action,Adventure,Animation",89002,1517489,56288.0,0.0246917370272199,27000000.0,85564310,PG,37.0,3.5,24246.0,23.0
161,161,tt1853728,Django Unchained,Django Unchained,2012,165,"Drama,Western",99114,1853728,68718.0,0.0249756435361423,100000000.0,425368238,R,81.0,8.4,1425262.0,87.0
162,162,tt4621016,Ingrid Bergman: In Her Own Words,Jag är Ingrid,2015,114,"Biography,Documentary",163555,4621016,341106.0,0.0250210006524813,,137722,Not Rated,75.0,7.4,2159.0,98.0
163,163,tt0222012,Hey Ram,Hey Ram,2000,186,"Crime,Drama,History",101664,222012,60579.0,0.0251104011024461,3900000.0,4900000,Not Rated,,7.9,12174.0,
164,164,tt6511932,The Beach Bum,The Beach Bum,2019,95,Comedy,198153,6511932,441384.0,0.0253509649859057,5000000.0,4554065,R,55.0,5.5,20436.0,56.0
165,165,tt1496025,Underworld: Awakening,Underworld: Awakening,2012,88,"Action,Fantasy,Horror",91974,1496025,52520.0,0.0257447826020851,70000000.0,160112671,R,39.0,6.3,150173.0,26.0
166,166,tt0197384,Crime + Punishment in Suburbia,Crime + Punishment in Suburbia,2000,100,"Drama,Thriller",3900,197384,46119.0,0.0263815209705462,,26394,R,32.0,5.9,3331.0,21.0
167,167,tt0473075,Prince of Persia: The Sands of Time,Prince of Persia: The Sands of Time,2010,116,"Action,Adventure,Fantasy",78105,473075,9543.0,0.026384154834077,150000000.0,335154643,PG-13,50.0,6.6,279321.0,37.0
168,168,tt0402057,Beowulf & Grendel,Beowulf & Grendel,2005,104,"Action,Adventure,Drama",38294,402057,5471.0,0.0264350768208941,,92076,R,53.0,5.8,17792.0,49.0
169,169,tt0387898,Caché (Hidden),Caché,2005,117,"Drama,Mystery,Thriller",36276,387898,445.0,0.0264678979358771,8731048.0,36000000,R,84.0,7.3,76838.0,89.0
170,170,tt6578572,Ryuichi Sakamoto: Coda,Ryuichi Sakamoto: Coda,2017,100,"Documentary,Music",190705,6578572,473888.0,0.0264724875225664,,960212,Not Rated,78.0,7.6,1326.0,98.0
171,171,tt0408345,Firewall,Firewall,2006,105,"Action,Crime,Thriller",43871,408345,9754.0,0.0264818624277901,45000000.0,82800000,PG-13,45.0,5.8,57144.0,18.0
172,172,tt5091108,About Love,O lyubvi,2017,97,"Drama,Romance,Thriller",186991,5091108,435901.0,0.0266220258506059,2000000.0,182710,,,5.0,332.0,
173,173,tt0227538,Spy Kids,Spy Kids,2001,88,"Action,Adventure,Comedy",4232,227538,10054.0,0.0266858241608684,35000000.0,147934180,PG,71.0,5.5,112518.0,93.0
174,174,tt1646987,Wrath of the Titans,Wrath of the Titans,2012,99,"Action,Adventure,Fantasy",93766,1646987,57165.0,0.0268444412058181,150000000.0,301970083,PG-13,37.0,5.7,185373.0,26.0
175,175,tt0361500,Delgo,Delgo,2008,94,"Adventure,Animation,Comedy",64652,361500,20542.0,0.0271279317303527,40000000.0,694782,PG,27.0,4.3,3009.0,11.0
176,176,tt3172126,Undrafted,Undrafted,2016,90,"Comedy,Drama,Sport",161169,3172126,331393.0,0.027170567208505,,5777,Unrated,,6.4,1342.0,25.0
177,177,tt0361309,We Don't Live Here Anymore,We Don't Live Here Anymore,2004,101,"Drama,Romance",8813,361309,23601.0,0.027199537447977,3000000.0,2037545,R,66.0,6.3,9420.0,65.0
178,178,tt4468634,Certain Women,Certain Women,2016,107,Drama,163508,4468634,340487.0,0.0273921449562447,2000000.0,1215691,R,82.0,6.4,12849.0,92.0
179,179,tt1786751,CBGB,CBGB,2013,102,"Crime,Drama,Music",114378,1786751,111479.0,0.0274444558981316,5000000.0,40400,R,30.0,6.6,9547.0,7.0
180,180,tt1043635,Fast Track: No Limits,Fast Track: No Limits,2008,100,"Action,Sport,Thriller",117356,1043635,17143.0,0.0275002471933748,,1190456,R,,5.0,2353.0,
181,181,tt1127715,Sin Nombre,Sin nombre,2009,96,"Adventure,Crime,Drama",68347,1127715,21191.0,0.0275555823727672,,5101756,R,77.0,7.6,31972.0,88.0
182,182,tt0815236,She's Out of My League,She's Out of My League,2010,104,"Comedy,Romance",74946,815236,34016.0,0.0276633189377148,20000000.0,49779728,R,46.0,6.4,132286.0,58.0
183,183,tt2357291,Rio 2,Rio 2,2014,101,"Adventure,Animation,Comedy",110655,2357291,172385.0,0.0277966361537439,103000000.0,500188435,G,49.0,6.3,84869.0,48.0
184,184,tt1127884,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,2008,74,"Documentary,Music",150552,1127884,253353.0,0.0278488791805685,7000000.0,70642966,G,59.0,2.5,11967.0,71.0
185,185,tt4057376,I Am Dragon,On - drakon,2015,110,"Adventure,Fantasy,Romance",167644,4057376,370964.0,0.0281613638096374,18000000.0,10495305,Not Rated,,6.9,4730.0,
186,186,tt3263946,Trial by Fire,Trial by Fire,2018,127,"Biography,Drama",201747,3263946,481880.0,0.0287239802153035,,130000,R,51.0,7.1,8246.0,61.0
187,187,tt0285728,Dahmer,Dahmer,2002,101,"Biography,Crime,Drama",8062,285728,25853.0,0.0288003584919174,250000.0,144008,R,63.0,5.6,9996.0,72.0
188,188,tt0387575,Seed of Chucky,Seed of Chucky,2004,87,"Comedy,Fantasy,Horror",8967,387575,11249.0,0.0290349092747467,12000000.0,24829644,R,46.0,4.8,42218.0,34.0
189,189,tt8119752,Gonjiam: Haunted Asylum,Gon-ji-am,2018,95,Horror,187959,8119752,508642.0,0.0291398516770277,,21041950,Not Rated,,6.3,6451.0,91.0
190,190,tt1261047,Gulaal,Gulaal,2009,140,"Crime,Drama,Thriller",133697,1261047,21625.0,0.029145678112362,490000.0,2000000,Not Rated,,8.1,14501.0,
191,191,tt3369806,Max,Max,2015,111,"Adventure,Drama,Family",135135,3369806,272878.0,0.0292572934517261,20000000.0,43967255,PG,47.0,6.7,26416.0,38.0
192,192,tt3348730,Jigsaw,Jigsaw,2017,92,"Crime,Horror,Mystery",176937,3348730,298250.0,0.0293167216571728,10000000.0,102952888,R,39.0,5.8,74506.0,32.0
193,193,tt2720680,The Salvation,The Salvation,2014,92,"Action,Drama,Thriller",115216,2720680,266285.0,0.0293764745213597,10500000.0,1363964,R,64.0,6.7,38011.0,73.0
194,194,tt0376541,Closer,Closer,2004,104,"Drama,Romance",8981,376541,2288.0,0.0294246602697373,27000000.0,115505027,R,65.0,7.2,209567.0,68.0
195,195,tt0901476,Bride Wars,Bride Wars,2009,89,"Comedy,Romance",65585,901476,10521.0,0.0295158780490927,30000000.0,114663461,PG,24.0,5.5,103943.0,11.0
196,196,tt0806027,Blood: The Last Vampire,Blood: The Last Vampire,2009,91,"Action,Adventure,Fantasy",73488,806027,1450.0,0.0296877541680155,30000000.0,5874530,R,28.0,5.3,14737.0,25.0
197,197,tt0457430,Pan's Labyrinth,El laberinto del fauno,2006,118,"Drama,Fantasy,War",48394,457430,1417.0,0.029690456198968,19000000.0,83258226,R,98.0,8.2,639546.0,95.0
198,198,tt0758053,Saawariya,Saawariya,2007,142,"Drama,Musical,Romance",58933,758053,16283.0,0.0298349072935308,12500000.0,34750000,PG,44.0,5.2,7595.0,38.0
199,199,tt1152822,Freakonomics,Freakonomics,2010,93,Documentary,89102,1152822,43942.0,0.0300808140693669,3000000.0,103735,PG-13,58.0,6.4,7377.0,66.0
200,200,tt3417422,Drishyam,Drishyam,2013,160,"Crime,Drama,Thriller",120311,3417422,244049.0,0.0301638314958492,750000.0,12000000,Not Rated,,8.3,38082.0,80.0
201,201,tt2710368,Final: The Rapture,Final: The Rapture,2013,90,Thriller,120200,2710368,224903.0,0.0302229626521255,,92100,PG-13,,6.1,1493.0,
202,202,tt5834262,Hotel Artemis,Hotel Artemis,2018,94,"Action,Crime,Drama",189241,5834262,406761.0,0.0305804442520816,15000000.0,12371132,R,58.0,6.1,50412.0,58.0
203,203,tt4935418,Baskin,Baskin,2015,97,"Crime,Drama,Fantasy",144224,4935418,334394.0,0.0306412200272211,350000.0,318155,Not Rated,58.0,5.8,10141.0,80.0
204,204,tt0795351,Case 39,Case 39,2009,109,"Horror,Mystery,Thriller",76030,795351,28355.0,0.0307827081768859,27000000.0,29000000,R,25.0,6.2,82311.0,21.0
205,205,tt2018086,Camille Claudel 1915,Camille Claudel 1915,2013,95,"Biography,Drama",112062,2018086,110428.0,0.0308735964322008,3512454.0,115860,Not Rated,65.0,6.5,3531.0,80.0
206,206,tt1433108,Faster,Faster,2010,98,"Action,Crime,Drama",82744,1433108,41283.0,0.0311048227933526,24000000.0,23081726,R,44.0,6.4,104454.0,42.0
207,207,tt2203308,Aashiqui 2,Aashiqui 2,2013,132,"Drama,Music,Musical",117310,2203308,192558.0,0.0314109977229386,1300000.0,16000000,Not Rated,,7.0,28067.0,17.0
208,208,tt0476643,The Bubble,Ha-Buah,2006,117,"Comedy,Drama,Romance",55132,476643,15976.0,0.0316058038998265,1500000.0,1029926,Unrated,61.0,7.3,5483.0,55.0
209,209,tt0195685,Erin Brockovich,Erin Brockovich,2000,131,"Biography,Drama",3408,195685,462.0,0.031657474042347,52000000.0,256271286,R,73.0,7.4,185879.0,85.0
210,210,tt1620935,Bleed for This,Bleed for This,2016,117,"Biography,Drama,Sport",166721,1620935,332979.0,0.0316581916925717,6000000.0,6174491,R,62.0,6.8,26286.0,70.0
211,211,tt0379865,Leatherheads,Leatherheads,2008,114,"Comedy,Drama,Romance",58839,379865,4942.0,0.0318314939344827,58000000.0,41299492,PG-13,56.0,6.0,31890.0,52.0
212,212,tt1107828,Korolyov,Korolyov,2007,130,"Biography,Drama",171205,1107828,220669.0,0.0320210599382539,6000000.0,31000,,,5.0,89.0,
213,213,tt3460252,The Hateful Eight,The Hateful Eight,2015,168,"Crime,Drama,Mystery",128360,3460252,273248.0,0.0322036638650747,44000000.0,155760117,R,68.0,7.8,552174.0,74.0
214,214,tt0469494,There Will Be Blood,There Will Be Blood,2007,158,Drama,56782,469494,7345.0,0.0323601472859966,25000000.0,77208711,R,93.0,8.2,544941.0,91.0
215,215,tt2080374,Steve Jobs,Steve Jobs,2015,122,"Biography,Drama",136562,2080374,321697.0,0.032365707829156,30000000.0,34441873,R,82.0,7.2,161918.0,85.0
216,216,tt0499596,What the Bleep!?: Down the Rabbit Hole,What the Bleep!?: Down the Rabbit Hole,2006,156,"Documentary,Drama",152143,499596,24654.0,0.0324288095384025,,138913,PG,45.0,6.4,2757.0,27.0
217,217,tt0315642,Wazir,Wazir,2016,103,"Action,Crime,Drama",150342,315642,275269.0,0.0324318169572462,5200000.0,9200000,Not Rated,,7.1,18254.0,56.0
218,218,tt1034320,Private Valentine: Blonde & Dangerous,Major Movie Star,2008,98,"Adventure,Comedy,Drama",121211,1034320,15616.0,0.0325450912781118,30000000.0,103971,PG-13,,4.3,4146.0,
219,219,tt1790885,Zero Dark Thirty,Zero Dark Thirty,2012,157,"Drama,History,Thriller",98961,1790885,97630.0,0.0327650885069442,40000000.0,132820716,R,95.0,7.4,284744.0,91.0
220,220,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,2005,85,"Adventure,Animation,Comedy",38038,312004,533.0,0.0327714839116053,30000000.0,192610372,G,87.0,7.4,129766.0,95.0
221,221,tt2011971,Monsieur Lazhar,Monsieur Lazhar,2011,95,"Comedy,Drama",92643,2011971,78480.0,0.0328740174719598,,6581915,PG-13,82.0,7.5,19740.0,97.0
222,222,tt0259446,My Big Fat Greek Wedding,My Big Fat Greek Wedding,2002,95,"Comedy,Drama,Romance",5299,259446,8346.0,0.0330074209364287,5000000.0,368744044,PG,62.0,6.6,125026.0,76.0
223,223,tt0250371,The Other Side of Heaven,The Other Side of Heaven,2001,113,"Adventure,Biography,Drama",6311,250371,16651.0,0.0330383727926293,7000000.0,4720371,PG,38.0,6.4,4304.0,30.0
224,224,tt1535616,The Divide,The Divide,2011,112,"Drama,Horror,Sci-Fi",91972,1535616,38541.0,0.0330855362755029,3000000.0,22000,R,28.0,5.8,36271.0,26.0
225,225,tt0453548,Snow Angels,Snow Angels,2007,107,"Crime,Drama,Romance",58492,453548,14054.0,0.0332492703862256,,414404,R,67.0,6.8,12627.0,67.0
226,226,tt1634121,Intruders,Intruders,2011,100,"Fantasy,Horror,Thriller",91694,1634121,63207.0,0.0332682457527027,13000000.0,3012210,R,45.0,5.4,20498.0,32.0
227,227,tt0240515,Freddy Got Fingered,Freddy Got Fingered,2001,87,Comedy,4255,240515,13166.0,0.0334897971084559,14000000.0,14343028,R,13.0,4.6,47580.0,11.0
228,228,tt6866224,The Hummingbird Project,The Hummingbird Project,2018,111,"Drama,Thriller",195561,6866224,489243.0,0.0336422568213764,,876980,R,58.0,6.2,13348.0,58.0
229,229,tt0249516,Foodfight!,Foodfight!,2012,91,"Action,Adventure,Animation",120222,249516,116977.0,0.0336479970197143,65000000.0,73706,PG,,1.6,10428.0,
230,230,tt0204350,Poor White Trash,Poor White Trash,2000,85,"Comedy,Crime",101823,204350,44895.0,0.0340374940373597,1200000.0,1404,R,23.0,5.0,1320.0,60.0
231,231,tt0376105,Racing Stripes,Racing Stripes,2005,102,"Adventure,Comedy,Drama",31223,376105,6439.0,0.0340844974274946,30000000.0,90754475,PG,43.0,5.2,16671.0,35.0
232,232,tt2608732,TPB AFK: The Pirate Bay Away from Keyboard,TPB AFK: The Pirate Bay Away from Keyboard,2013,85,Documentary,100745,2608732,50275.0,0.0342790423768856,,34664,Not Rated,,7.5,13575.0,
233,233,tt0993789,A Christmas Tale,Un conte de Noël,2008,152,"Comedy,Drama",63446,993789,8892.0,0.0343513443834049,,7356393,Not Rated,84.0,7.0,6915.0,86.0
234,234,tt1235124,Dorian Gray,Dorian Gray,2009,112,"Drama,Fantasy,Mystery",74868,1235124,23488.0,0.0344060810379716,,4706919,R,,6.3,62578.0,44.0
235,235,tt2788556,Gemma Bovery,Gemma Bovery,2014,99,"Comedy,Drama,Romance",136926,2788556,272435.0,0.0346000936151296,9700000.0,154701,R,58.0,6.4,6128.0,54.0
236,236,tt6663582,The Spy Who Dumped Me,The Spy Who Dumped Me,2018,117,"Action,Adventure,Comedy",189331,6663582,454992.0,0.034701619060493,40000000.0,33562069,R,52.0,6.1,73759.0,49.0
237,237,tt0360016,Standing Still,Standing Still,2005,90,"Comedy,Drama,Romance",45527,360016,14167.0,0.0347614283686901,1700000.0,12762,R,38.0,5.7,2325.0,36.0
238,238,tt3416744,The End of the Tour,The End of the Tour,2015,106,"Biography,Drama",127114,3416744,249688.0,0.035073826497102,,3002884,R,82.0,7.3,29843.0,92.0
239,239,tt1473074,Mammuth,Mammuth,2010,92,"Comedy,Drama",87992,1473074,37832.0,0.0350859043031479,3000000.0,7100000,,47.0,6.1,3630.0,63.0
240,240,tt6495770,Action Point,Action Point,2018,85,Comedy,189205,6495770,454283.0,0.0351067099416493,19000000.0,5059608,R,36.0,5.1,10811.0,15.0
241,241,tt0206917,The Man Who Cried,The Man Who Cried,2000,100,"Drama,Music,Romance",4313,206917,29572.0,0.035227843794533,20170000.0,729391,R,40.0,6.2,15006.0,35.0
242,242,tt0416212,The Secret Life of Bees,The Secret Life of Bees,2008,114,Drama,62553,416212,12837.0,0.0354096553908488,11000000.0,38105395,PG-13,57.0,7.2,25512.0,59.0
243,243,tt1726669,Killer Joe,Killer Joe,2011,102,"Crime,Drama,Thriller",95761,1726669,73567.0,0.0354520855026623,10000000.0,4633668,Unrated,62.0,6.7,75632.0,80.0
244,244,tt0379976,Savage Grace,Savage Grace,2007,97,Drama,59729,379976,10822.0,0.03576816693941,4600000.0,1432799,Not Rated,51.0,5.8,11136.0,38.0
245,245,tt0279778,Divine Secrets of the Ya-Ya Sisterhood,Divine Secrets of the Ya-Ya Sisterhood,2002,116,Drama,5415,279778,9583.0,0.0359512751267336,27000000.0,73839240,PG-13,48.0,6.1,18941.0,44.0
246,246,tt5442456,24 Hours to Live,24 Hours to Live,2017,93,"Action,Sci-Fi,Thriller",180037,5442456,470114.0,0.0360178862770667,,5805201,R,37.0,5.8,13808.0,52.0
247,247,tt2126357,Second Act,Second Act,2018,103,"Comedy,Drama,Romance",196341,2126357,503616.0,0.0360531859550538,16000000.0,72282227,PG-13,46.0,5.8,24990.0,44.0
248,248,tt8781414,Freaks,Freaks,2018,105,"Drama,Mystery,Sci-Fi",203934,8781414,539892.0,0.0360830491115081,,333593,R,63.0,6.7,30768.0,88.0
249,249,tt0796307,Under the Same Moon,La misma luna,2007,106,"Adventure,Drama",58706,796307,32579.0,0.0363287343758366,,23311391,PG-13,59.0,7.3,6843.0,73.0
250,250,tt1946347,Gladiators of Rome,Gladiatori di Roma,2012,94,"Adventure,Animation,Comedy",181321,1946347,137548.0,0.0364069207518251,40000000.0,10079201,PG,,5.2,1438.0,
251,251,tt1305806,The Secret in Their Eyes,El secreto de sus ojos,2009,129,"Drama,Mystery,Romance",71033,1305806,25376.0,0.0365521035846109,2000000.0,33965843,R,80.0,8.2,200977.0,89.0
252,252,tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,92,"Adventure,Animation,Comedy",109846,864835,82703.0,0.0366157058075642,145000000.0,272912430,PG,59.0,6.8,65920.0,81.0
253,253,tt3488710,The Walk,The Walk,2015,123,"Action,Adventure,Biography",138208,3488710,285783.0,0.0366508148153134,35000000.0,61181942,PG,70.0,7.3,124697.0,83.0
254,254,tt1340800,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2011,122,"Drama,Mystery,Thriller",89753,1340800,49517.0,0.0367382382147529,30000000.0,80630608,R,85.0,7.1,193633.0,83.0
255,255,tt0473367,Jaane Tu,Jaane Tu... Ya Jaane Na,2008,155,"Comedy,Drama,Romance",153788,473367,14467.0,0.0367735675988796,2300000.0,11100000,,,7.5,26249.0,
256,256,tt0350261,An Unfinished Life,An Unfinished Life,2005,108,"Drama,Family,Romance",37475,350261,1947.0,0.0367948054517787,30000000.0,18618284,PG-13,49.0,7.0,30323.0,52.0
257,257,tt0425210,Lucky Number Slevin,Lucky Number Slevin,2006,110,"Crime,Drama,Thriller",44665,425210,186.0,0.0368527714234611,27000000.0,56308881,R,53.0,7.7,305800.0,
258,258,tt1007028,Zack and Miri Make a Porno,Zack and Miri Make a Porno,2008,101,"Comedy,Romance",62434,1007028,10358.0,0.0370404409676268,24000000.0,42105111,R,56.0,6.5,175173.0,65.0
259,259,tt1152836,Public Enemies,Public Enemies,2009,140,"Biography,Crime,Drama",69640,1152836,11322.0,0.0370736288597348,100000000.0,214104620,R,70.0,7.0,290549.0,68.0
260,260,tt1132620,The Girl with the Dragon Tattoo,Män som hatar kvinnor,2009,152,"Crime,Drama,Mystery",67255,1132620,15472.0,0.0370948709676651,13000000.0,109421911,R,76.0,7.8,212663.0,85.0
261,261,tt0427152,Dinner for Schmucks,Dinner for Schmucks,2010,114,Comedy,79428,427152,38778.0,0.03735274949614,69000000.0,86387857,PG-13,56.0,5.9,103968.0,42.0
262,262,tt0462335,High-Rise,High-Rise,2015,119,"Drama,Sci-Fi",142420,462335,254302.0,0.0376141323620736,,346472,R,65.0,5.6,40516.0,
263,263,tt1038686,Legion,Legion,2010,100,"Action,Fantasy,Horror",73929,1038686,22894.0,0.03766713998434,26000000.0,67918658,R,32.0,5.3,102381.0,19.0
264,264,tt0442207,Locked Out,Enfermés dehors,2006,90,Comedy,98277,442207,13728.0,0.0377670956211642,6515167.0,3666789,,,6.2,2075.0,
265,265,tt1549589,Elles,Elles,2011,99,Drama,100529,1549589,85545.0,0.0380152988165721,4000000.0,911466,NC-17,50.0,5.6,6824.0,23.0
266,266,tt1055292,Life as We Know It,Life as We Know It,2010,115,"Comedy,Drama,Romance",80860,1055292,38408.0,0.0381446628374513,38000000.0,105734416,PG-13,39.0,6.5,127030.0,29.0
267,267,tt1396218,Mr. Popper's Penguins,Mr. Popper's Penguins,2011,94,"Comedy,Family,Fantasy",87483,1396218,58224.0,0.0384830096444606,55000000.0,187361754,PG,53.0,6.0,92117.0,47.0
268,268,tt0132245,Driven,Driven,2001,116,"Action,Drama,Sport",4265,132245,10477.0,0.03855183933738,94000000.0,54744738,PG-13,29.0,4.6,40397.0,14.0
269,269,tt1796657,How Not to Rescue a Princess,Tri bogatyrya i Shamakhanskaya tsaritsa,2010,75,"Adventure,Animation,Comedy",166765,1796657,52939.0,0.0385949403661611,3000000.0,19010585,Not Rated,,6.4,1492.0,
270,270,tt0328107,Man on Fire,Man on Fire,2004,146,"Action,Crime,Drama",7445,328107,9509.0,0.038618429108441,70000000.0,130293714,R,47.0,7.7,344426.0,38.0
271,271,tt3863552,Bajrangi Bhaijaan,Bajrangi Bhaijaan,2015,163,"Action,Adventure,Comedy",139148,3863552,348892.0,0.0388595137341039,13000000.0,150000000,Not Rated,,8.0,80705.0,88.0
272,272,tt4555426,Darkest Hour,Darkest Hour,2017,125,"Biography,Drama,History",179817,4555426,399404.0,0.0391890627815446,30000000.0,150847207,PG-13,75.0,7.4,185174.0,84.0
273,273,tt1863347,What Else Men Talk About,O chyom eshchyo govoryat muzhchiny,2011,95,Comedy,147282,1863347,83456.0,0.0393353941191638,,17808683,,,6.5,2791.0,
274,274,tt2377938,Special 26,Special Chabbis,2013,144,"Crime,Drama,Thriller",105343,2377938,165904.0,0.039369972539637,7100000.0,18000000,Not Rated,,8.0,53716.0,89.0
275,275,tt0343624,Eila,Eila,2003,94,Drama,85966,343624,54354.0,0.0396242344700226,1090912.0,60,,,6.5,327.0,
276,276,tt2370248,Short Term 12,Short Term 12,2013,96,Drama,104944,2370248,169813.0,0.0397454520256272,,1600000,R,82.0,8.0,85137.0,98.0
277,277,tt2355495,Barefoot,Barefoot,2014,90,"Comedy,Drama,Romance",109853,2355495,242042.0,0.039819440459451,6000000.0,15071,PG-13,22.0,6.6,23831.0,17.0
278,278,tt0318627,Resident Evil: Apocalypse,Resident Evil: Apocalypse,2004,94,"Action,Horror,Sci-Fi",8861,318627,1577.0,0.0399486958160379,45000000.0,129394835,R,35.0,6.2,191828.0,19.0
279,279,tt0422091,Dhoom,Dhoom,2004,129,"Action,Crime,Drama",107707,422091,17478.0,0.0402868713929129,1500000.0,12000000,Not Rated,,6.7,19321.0,
280,280,tt0211915,Amélie,Le fabuleux destin d'Amélie Poulain,2001,122,"Comedy,Romance",4973,211915,194.0,0.0404044955424249,10000000.0,173921954,R,69.0,8.3,724562.0,89.0
281,281,tt1195478,The Five-Year Engagement,The Five-Year Engagement,2012,124,"Comedy,Romance",94266,1195478,72207.0,0.0404536113567218,30000000.0,54169363,R,62.0,6.2,96955.0,64.0
282,282,tt1130988,JCVD,JCVD,2008,97,"Action,Comedy,Crime",63222,1130988,13672.0,0.0405711542822613,6000000.0,276891,R,64.0,7.1,38421.0,84.0
283,283,tt0278488,How High,How High,2001,93,"Comedy,Fantasy",4989,278488,8386.0,0.0407930365858595,12000000.0,31155435,R,29.0,6.3,55793.0,26.0
284,284,tt0303361,May,May,2002,93,"Comedy,Drama,Horror",6063,303361,10894.0,0.0408780381531057,500000.0,150277,R,58.0,6.6,35676.0,69.0
285,285,tt6499752,Upgrade,Upgrade,2018,100,"Action,Sci-Fi,Thriller",189203,6499752,500664.0,0.040963134063912,5000000.0,16593554,R,67.0,7.5,171738.0,88.0
286,286,tt0848228,The Avengers,The Avengers,2012,143,"Action,Adventure,Sci-Fi",89745,848228,24428.0,0.0414731719008256,220000000.0,1518815515,PG-13,69.0,8.0,1307340.0,91.0
287,287,tt10039344,Countdown,Countdown,2019,90,"Horror,Thriller",207890,10039344,599975.0,0.0414794764905863,6500000.0,48021766,PG-13,31.0,5.4,31148.0,26.0
288,288,tt3112654,Mea culpa,Mea culpa,2014,90,"Action,Crime,Thriller",132551,3112654,248611.0,0.0415506264913038,,3736775,R,,6.1,2758.0,83.0
289,289,tt0433442,The Return,The Return,2006,85,"Horror,Mystery,Thriller",49205,433442,10093.0,0.0416002802510274,15000000.0,11992014,PG-13,38.0,4.7,11826.0,16.0
290,290,tt0255477,Pinocchio,Pinocchio,2002,108,"Comedy,Family,Fantasy",5990,255477,10599.0,0.0416110166101891,40000000.0,41323171,G,11.0,4.4,8091.0,0.0
291,291,tt3508840,The Assassin,Cìkè Niè Yinniáng,2015,105,"Action,Drama,History",142386,3508840,253450.0,0.0419812335432855,15000000.0,632542,Not Rated,80.0,6.3,16383.0,80.0
