tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,movieId,imdbId,tmdbId,randomNumber,Budget,Box Office
tt0962726,High School Musical 3: Senior Year,High School Musical 3: Senior Year,2008,112,"Comedy,Drama,Family",62912,962726,11887.0,0.01571061946368013,11000000.0,252909177
tt0372532,The Wedding Date,The Wedding Date,2005,90,"Comedy,Romance",31433,372532,6961.0,0.015806406647783322,15000000.0,47175038
tt0233469,Collateral Damage,Collateral Damage,2002,108,"Action,Drama,Thriller",5093,233469,9884.0,0.0161323820975241,85000000.0,78382433
tt2713180,Fury,Fury,2014,134,"Action,Drama,War",115210,2713180,228150.0,0.016145122967728853,68000000.0,211817906
tt7589524,Aniara,Aniara,2018,106,"Drama,Sci-Fi",193455,7589524,496743.0,0.016157604942145798,,40124
tt4819498,Chronicles of the Ghostly Tribe,Jiu ceng yao ta,2015,118,"Action,Adventure,Drama",157677,4819498,364324.0,0.016328293847077235,,99849421
tt2784678,Top Five,Top Five,2014,102,"Comedy,Romance",118924,2784678,284296.0,0.016353635060748828,,25434291
tt1109624,Paddington,Paddington,2014,95,"Adventure,Animation,Comedy",117887,1109624,116149.0,0.016359717597774326,55000000.0,259207227
tt3905764,The Neighbor,The Neighbor,2017,105,"Romance,Thriller",189431,3905764,415311.0,0.016379183739806624,,5500000
tt0419706,Doom,Doom,2005,105,"Action,Horror,Sci-Fi",37380,419706,8814.0,0.016523557110861953,60000000.0,58072119
tt1464535,Cold Prey III,Fritt vilt III,2010,95,"Horror,Thriller",104388,1464535,56937.0,0.01682760392441729,,2439448
tt1282140,Easy A,Easy A,2010,92,"Comedy,Drama,Romance",80549,1282140,37735.0,0.016989193526329882,8000000.0,75026327
tt0492486,Shrooms,Shrooms,2007,84,"Comedy,Horror,Mystery",60538,492486,14456.0,0.01702493946050998,,4910682
tt0399877,What the #$*! Do We (K)now!?,What the #$*! Do We (K)now!?,2004,109,"Comedy,Documentary,Drama",27899,399877,8357.0,0.017082476861712714,,10000000
tt0381971,Curious George,Curious George,2006,87,"Adventure,Animation,Comedy",43869,381971,9975.0,0.017397882668391484,50000000.0,69834815
tt0337741,Something's Gotta Give,Something's Gotta Give,2003,128,"Comedy,Drama,Romance",7149,337741,6964.0,0.017526320401240914,80000000.0,266728738
tt0236493,The Mexican,The Mexican,2001,123,"Adventure,Comedy,Crime",4161,236493,6073.0,0.017645445509965052,57000000.0,147845033
tt0234215,The Matrix Reloaded,The Matrix Reloaded,2003,138,"Action,Sci-Fi",6365,234215,604.0,0.017797478333969385,150000000.0,738599701
tt0277296,The Scorpion King,The Scorpion King,2002,92,"Action,Adventure,Fantasy",5313,277296,9334.0,0.01797372408585607,60000000.0,165333180
tt0462465,Outlander,Outlander,2008,115,"Action,Adventure,Sci-Fi",65982,462465,10529.0,0.01801100892393015,50000000.0,7033683
tt5266218,Bengal Tiger,Bengal Tiger,2015,145,"Action,Comedy",187891,5266218,363152.0,0.018073795249110347,2800000.0,5600000
tt0477323,It Doesn't Hurt Me,Mne ne bolno,2006,100,"Drama,Romance",163717,477323,65839.0,0.01822208593979524,,1110566
tt1458169,Kidnap,Kidnap,2017,95,"Action,Crime,Drama",173161,1458169,293768.0,0.01839518939603957,21000000.0,30718107
tt0765128,Oceans,Océans,2009,104,Documentary,76054,765128,36970.0,0.018609275420700566,,19406406
tt3860916,Cargo,Cargo,2017,105,"Drama,Horror,Sci-Fi",188541,3860916,425972.0,0.01866325743765973,,56385
tt0409527,Shabd,Shabd,2005,140,"Drama,Thriller",136848,409527,21905.0,0.018689238191710977,2500000.0,3100000
tt1668200,Elle s'appelait Sarah,Elle s'appelait Sarah,2010,111,"Drama,War",91290,1668200,53457.0,0.018877423752377,10000000.0,17511906
tt1798243,Rudderless,Rudderless,2014,105,"Comedy,Drama,Music",116817,1798243,244403.0,0.019024313735566456,5000000.0,58293
tt1185242,Finding Bliss,Finding Bliss,2009,96,"Comedy,Romance",113037,1185242,31896.0,0.019083993269949584,1500000.0,6783
tt2314824,Behaving Badly,Behaving Badly,2014,97,"Comedy,Romance",119222,2314824,259018.0,0.019132261732376032,,422697
tt1954352,Crooked Arrows,Crooked Arrows,2012,105,"Drama,Sport",98845,1954352,106135.0,0.019151581171241383,13000000.0,1832541
tt0304229,Japanese Story,Japanese Story,2003,110,"Drama,Romance",7167,304229,13433.0,0.01934537882338727,5740000.0,4098613
tt5180240,Elementary,Primaire,2016,105,"Drama,Family",177915,5180240,395769.0,0.019417370705642534,,1225280
tt1300851,The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,2009,118,"Action,Crime,Thriller",72167,1300851,22821.0,0.019661898977736958,8000000.0,10629321
tt3540136,Wolf Warrior,Zhan lang,2015,90,"Action,Crime,Thriller",145773,3540136,335462.0,0.019788378228150938,12000000.0,80000000
tt1049413,Up,Up,2009,96,"Adventure,Animation,Comedy",68954,1049413,14160.0,0.019820960868317306,175000000.0,735099082
tt0191754,28 Days,28 Days,2000,103,"Comedy,Drama",3534,191754,10468.0,0.019850539464430272,43000000.0,6219894
tt0415306,Talladega Nights: The Ballad of Ricky Bobby,Talladega Nights: The Ballad of Ricky Bobby,2006,108,"Comedy,Sport",46970,415306,9718.0,0.019868351268206186,72500000.0,162966177
tt0411477,Hellboy II: The Golden Army,Hellboy II: The Golden Army,2008,120,"Action,Adventure,Fantasy",57640,411477,11253.0,0.019990378518960128,85000000.0,160388063
tt1181795,Bunraku,Bunraku,2010,124,"Action,Drama,Thriller",91273,1181795,30618.0,0.020015902427735988,25000000.0,129706
tt2368619,The Take,Bastille Day,2016,92,"Action,Crime,Drama",157326,2368619,333669.0,0.020157218479466943,20000000.0,14397593
tt4337072,Ghost in the Shell: The New Movie,Kôkaku Kidôtai Shin Gekijôban,2015,100,"Action,Animation,Sci-Fi",148855,4337072,334376.0,0.020159144219539904,,101203
tt1355546,Ayan,Ayan,2009,162,Action,155092,1355546,20049.0,0.02021080508374029,3230939.0,18000000
tt3702652,The Other Side of the Door,The Other Side of the Door,2016,96,Horror,151735,3702652,364116.0,0.02059794211783994,,14332467
tt0377092,Mean Girls,Mean Girls,2004,97,Comedy,7451,377092,10625.0,0.021165060381094225,17000000.0,129042871
tt1046947,Last Chance Harvey,Last Chance Harvey,2008,93,"Drama,Romance",65465,1046947,16409.0,0.02128350037604476,,32562782
tt2209418,Before Midnight,Before Midnight,2013,109,"Drama,Romance",100714,2209418,132344.0,0.022058308612209365,3000000.0,11176469
tt2247692,2016: Obama's America,2016: Obama's America,2012,87,Documentary,96941,2247692,126509.0,0.022252552556293992,2500000.0,33400000
tt1155076,The Karate Kid,The Karate Kid,2010,140,"Action,Drama,Family",79224,1155076,38575.0,0.02226277805917365,40000000.0,359126022
tt1059786,Eagle Eye,Eagle Eye,2008,118,"Action,Mystery,Thriller",62081,1059786,13027.0,0.022476481069667376,80000000.0,178800000
tt0857191,The Visitor,The Visitor,2007,104,Drama,59018,857191,12473.0,0.022636558423002162,4000000.0,18197518
tt4353250,The Last Black Man in San Francisco,The Last Black Man in San Francisco,2019,121,Drama,203160,4353250,522039.0,0.022750268124096307,,2975184
tt1074638,Skyfall,Skyfall,2012,143,"Action,Adventure,Thriller",96079,1074638,37724.0,0.023138046604504137,200000000.0,1108561013
tt0351817,The Twilight Samurai,Tasogare Seibei,2002,129,"Drama,History,Romance",27741,351817,12496.0,0.023303366408591097,5000000.0,7338987
tt0396818,First Love,Primo amore,2004,100,"Drama,Romance",84226,396818,62495.0,0.02330884287730961,,9392
tt0445990,Invincible,Invincible,2006,105,"Biography,Drama,Sport",47644,445990,11652.0,0.023371297395901824,,57806952
tt2797242,Bombay Talkies,Bombay Talkies,2013,127,Drama,134330,2797242,190940.0,0.02345443945212322,11000000.0,2700000
tt6439558,Recep Ivedik 5,Recep Ivedik 5,2017,114,Comedy,189177,6439558,438703.0,0.02358123726377781,,28952258
tt5311542,Never Look Away,Werk ohne Autor,2018,189,"Biography,Drama,Romance",179983,5311542,423612.0,0.023714068014556444,,4831836
tt1322315,Headhunter,Headhunter,2009,108,Thriller,144420,1322315,20458.0,0.023917396149695236,,2258895
tt2652756,Codename: Jackal,Jakali onda,2012,107,"Action,Comedy",149496,2652756,159230.0,0.024028665317658793,,1261947
